#Samples have International Generic Sample Numbers (IGSNs) registered with System for Earth Sample Registration (SESAR; https://www.geosamples.org/about/services#igsnregistration). This file maps between leachate and solid char sample names and IGSNs. It conforms to the ESS-DIVE Sample ID and Metadata Reporting Format (IGSN-ESS) v1.1.0 (Damerow et al. 2020). Some information may be repeated between the metadata files and this file. Each leachate has a Parent_IGSN which is the IGSN registered for each solid char from which each leachate replicate was subsampled. ,,,,,,,,,,,
Sample_Name,IGSN,Parent_IGSN,Material,Sample_Description,Collection_Method,Size,Size_Unit,Collector_Chief_Scientist,Collection_Date,Current_Archive,Current_Archive_Contact
BSLE_0036B,IEPRS00PM,IEPRS006C,Liquid>aqueous,This sample volume was leached in synthetic rainwater for 24 hours at 25 degC at 160 revolutions per minute (rpm) from 25 grams douglas-fir ponderosa pine; wet; living; burn table; 300  degC grab; low severity; 447  degC,Experimental Apparatus,1000,milliliters,Samantha Grieger, 2022-06-01,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0036C,IEPRS00PN,IEPRS006C,Liquid>aqueous,This sample volume was leached in synthetic rainwater for 24 hours at 25 degC at 160 revolutions per minute (rpm) from 25 grams douglas-fir ponderosa pine; wet; living; burn table; 300  degC grab; low severity; 447  degC,Experimental Apparatus,1000,milliliters,Samantha Grieger, 2022-06-01,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0037,IEPRS006D,N/A,Organic Material,douglas-fir ponderosa pine; wet; dead; burn table; 600 degC grab; moderate severity; 604.9 degC,Experimental Apparatus,-9999,N/A,Samantha Grieger, 2021-06-08,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0037A,IEPRS00PO,IEPRS006D,Liquid>aqueous,This sample volume was leached in synthetic rainwater for 24 hours at 25 degC at 160 revolutions per minute (rpm) from 25 grams douglas-fir ponderosa pine; wet; dead; burn table; 600  degC grab; moderate severity; 604.9  degC,Experimental Apparatus,1000,milliliters,Samantha Grieger, 2022-01-17,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0037B,IEPRS00PP,IEPRS006D,Liquid>aqueous,This sample volume was leached in synthetic rainwater for 24 hours at 25 degC at 160 revolutions per minute (rpm) from 25 grams douglas-fir ponderosa pine; wet; dead; burn table; 600  degC grab; moderate severity; 604.9  degC,Experimental Apparatus,1000,milliliters,Samantha Grieger, 2022-01-17,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0037C,IEPRS00PQ,IEPRS006D,Liquid>aqueous,This sample volume was leached in synthetic rainwater for 24 hours at 25 degC at 160 revolutions per minute (rpm) from 25 grams douglas-fir ponderosa pine; wet; dead; burn table; 600  degC grab; moderate severity; 604.9  degC,Experimental Apparatus,1000,milliliters,Samantha Grieger, 2022-01-17,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0038,IEPRS006E,N/A,Organic Material,douglas-fir ponderosa pine; dry; living; burn table; end char; moderate severity; 570.1 degC,Experimental Apparatus,-9999,N/A,Samantha Grieger, 2021-06-08,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0038A,IEPRS00PR,IEPRS006E,Liquid>aqueous,This sample volume was leached in synthetic rainwater for 24 hours at 25 degC at 160 revolutions per minute (rpm) from 25 grams douglas-fir ponderosa pine; dry; living; burn table; end char; moderate severity; 570.1  degC,Experimental Apparatus,1000,milliliters,Samantha Grieger, 2022-02-08,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0038B,IEPRS00PS,IEPRS006E,Liquid>aqueous,This sample volume was leached in synthetic rainwater for 24 hours at 25 degC at 160 revolutions per minute (rpm) from 25 grams douglas-fir ponderosa pine; dry; living; burn table; end char; moderate severity; 570.1  degC,Experimental Apparatus,1000,milliliters,Samantha Grieger, 2022-02-08,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0038C,IEPRS00PT,IEPRS006E,Liquid>aqueous,This sample volume was leached in synthetic rainwater for 24 hours at 25 degC at 160 revolutions per minute (rpm) from 25 grams douglas-fir ponderosa pine; dry; living; burn table; end char; moderate severity; 570.1  degC,Experimental Apparatus,1000,milliliters,Samantha Grieger, 2022-02-08,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0039,IEPRS006F,N/A,Organic Material,big sagebrush ponderosa pine; wet; living; muffle; end char; low severity; 250 degC,Experimental Apparatus,-9999,N/A,Samantha Grieger, 2021-08-27,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0039A,IEPRS00PU,IEPRS006F,Liquid>aqueous,This sample volume was leached in synthetic rainwater for 24 hours at 25 degC at 160 revolutions per minute (rpm) from 25 grams big sagebrush ponderosa pine; wet; living; muffle; end char; low severity; 250  degC,Experimental Apparatus,1000,milliliters,Samantha Grieger, 2022-06-06,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0039B,IEPRS00PV,IEPRS006F,Liquid>aqueous,This sample volume was leached in synthetic rainwater for 24 hours at 25 degC at 160 revolutions per minute (rpm) from 25 grams big sagebrush ponderosa pine; wet; living; muffle; end char; low severity; 250  degC,Experimental Apparatus,1000,milliliters,Samantha Grieger, 2022-06-07,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0039C,IEPRS00PW,IEPRS006F,Liquid>aqueous,This sample volume was leached in synthetic rainwater for 24 hours at 25 degC at 160 revolutions per minute (rpm) from 25 grams big sagebrush ponderosa pine; wet; living; muffle; end char; low severity; 250  degC,Experimental Apparatus,1000,milliliters,Samantha Grieger, 2022-06-07,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0040,IEPRS006G,N/A,Organic Material,big sagebrush ponderosa pine; wet; dead; muffle; end char; low severity; 250 degC,Experimental Apparatus,-9999,N/A,Samantha Grieger, 2021-08-27,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0040A,IEPRS00PX,IEPRS006G,Liquid>aqueous,This sample volume was leached in synthetic rainwater for 24 hours at 25 degC at 160 revolutions per minute (rpm) from 25 grams big sagebrush ponderosa pine; wet; dead; muffle; end char; low severity; 250  degC,Experimental Apparatus,1000,milliliters,Samantha Grieger, 2022-06-13,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0040B,IEPRS00PY,IEPRS006G,Liquid>aqueous,This sample volume was leached in synthetic rainwater for 24 hours at 25 degC at 160 revolutions per minute (rpm) from 25 grams big sagebrush ponderosa pine; wet; dead; muffle; end char; low severity; 250  degC,Experimental Apparatus,1000,milliliters,Samantha Grieger, 2022-06-13,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0040C,IEPRS00PZ,IEPRS006G,Liquid>aqueous,This sample volume was leached in synthetic rainwater for 24 hours at 25 degC at 160 revolutions per minute (rpm) from 25 grams big sagebrush ponderosa pine; wet; dead; muffle; end char; low severity; 250  degC,Experimental Apparatus,1000,milliliters,Samantha Grieger, 2022-06-13,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0041,IEPRS006H,N/A,Organic Material,big sagebrush ponderosa pine; dry; living; muffle; end char; low severity; 250 degC,Experimental Apparatus,-9999,N/A,Samantha Grieger, 2021-08-23,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0041A,IEPRS00Q0,IEPRS006H,Liquid>aqueous,This sample volume was leached in synthetic rainwater for 24 hours at 25 degC at 160 revolutions per minute (rpm) from 25 grams big sagebrush ponderosa pine; dry; living; muffle; end char; low severity; 250  degC,Experimental Apparatus,1000,milliliters,Samantha Grieger, 2022-06-06,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0041B,IEPRS00Q1,IEPRS006H,Liquid>aqueous,This sample volume was leached in synthetic rainwater for 24 hours at 25 degC at 160 revolutions per minute (rpm) from 25 grams big sagebrush ponderosa pine; dry; living; muffle; end char; low severity; 250  degC,Experimental Apparatus,1000,milliliters,Samantha Grieger, 2022-06-07,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0041C,IEPRS00Q2,IEPRS006H,Liquid>aqueous,This sample volume was leached in synthetic rainwater for 24 hours at 25 degC at 160 revolutions per minute (rpm) from 25 grams big sagebrush ponderosa pine; dry; living; muffle; end char; low severity; 250  degC,Experimental Apparatus,1000,milliliters,Samantha Grieger, 2022-06-07,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0042,IEPRS006I,N/A,Organic Material,big sagebrush ponderosa pine; dry; dead; muffle; end char; low severity; 250 degC,Experimental Apparatus,-9999,N/A,Samantha Grieger, 2021-08-23,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0042A,IEPRS00Q3,IEPRS006I,Liquid>aqueous,This sample volume was leached in synthetic rainwater for 24 hours at 25 degC at 160 revolutions per minute (rpm) from 25 grams big sagebrush ponderosa pine; dry; dead; muffle; end char; low severity; 250  degC,Experimental Apparatus,1000,milliliters,Samantha Grieger, 2022-06-13,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0042B,IEPRS00Q4,IEPRS006I,Liquid>aqueous,This sample volume was leached in synthetic rainwater for 24 hours at 25 degC at 160 revolutions per minute (rpm) from 25 grams big sagebrush ponderosa pine; dry; dead; muffle; end char; low severity; 250  degC,Experimental Apparatus,1000,milliliters,Samantha Grieger, 2022-06-13,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0042C,IEPRS00Q5,IEPRS006I,Liquid>aqueous,This sample volume was leached in synthetic rainwater for 24 hours at 25 degC at 160 revolutions per minute (rpm) from 25 grams big sagebrush ponderosa pine; dry; dead; muffle; end char; low severity; 250  degC,Experimental Apparatus,1000,milliliters,Samantha Grieger, 2022-06-13,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0043,IEPRS006J,N/A,Organic Material,douglas-fir ponderosa pine; living; raw material; unburned; 25 degC,Experimental Apparatus,-9999,N/A,Samantha Grieger,-9999,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0043A,IEPRS00Q6,IEPRS006J,Liquid>aqueous,This sample volume was leached in synthetic rainwater for 24 hours at 25 degC at 160 revolutions per minute (rpm) from 25 grams douglas-fir ponderosa pine; living; raw material; unburned; 25 degC,Experimental Apparatus,1000,milliliters,Samantha Grieger, 2022-02-07,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0043B,IEPRS00Q7,IEPRS006J,Liquid>aqueous,This sample volume was leached in synthetic rainwater for 24 hours at 25 degC at 160 revolutions per minute (rpm) from 25 grams douglas-fir ponderosa pine; living; raw material; unburned; 25 degC,Experimental Apparatus,1000,milliliters,Samantha Grieger, 2022-02-08,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0043C,IEPRS00Q8,IEPRS006J,Liquid>aqueous,This sample volume was leached in synthetic rainwater for 24 hours at 25 degC at 160 revolutions per minute (rpm) from 25 grams douglas-fir ponderosa pine; living; raw material; unburned; 25 degC,Experimental Apparatus,1000,milliliters,Samantha Grieger, 2022-02-08,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0044,IEPRS006K,N/A,Organic Material,douglas-fir ponderosa pine; dead; raw material; unburned; 25 degC,Experimental Apparatus,-9999,N/A,Samantha Grieger,-9999,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0044A,IEPRS00Q9,IEPRS006K,Liquid>aqueous,This sample volume was leached in synthetic rainwater for 24 hours at 25 degC at 160 revolutions per minute (rpm) from 25 grams douglas-fir ponderosa pine; dead; raw material; unburned; 25 degC,Experimental Apparatus,1000,milliliters,Samantha Grieger, 2022-01-17,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0044B,IEPRS00QA,IEPRS006K,Liquid>aqueous,This sample volume was leached in synthetic rainwater for 24 hours at 25 degC at 160 revolutions per minute (rpm) from 25 grams douglas-fir ponderosa pine; dead; raw material; unburned; 25 degC,Experimental Apparatus,1000,milliliters,Samantha Grieger, 2022-01-17,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0044C,IEPRS00QB,IEPRS006K,Liquid>aqueous,This sample volume was leached in synthetic rainwater for 24 hours at 25 degC at 160 revolutions per minute (rpm) from 25 grams douglas-fir ponderosa pine; dead; raw material; unburned; 25 degC,Experimental Apparatus,1000,milliliters,Samantha Grieger, 2022-02-07,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0045,IEPRS006L,N/A,Organic Material,big sagebrush ponderosa pine; living; raw material; unburned; 25 degC,Experimental Apparatus,-9999,N/A,Samantha Grieger,-9999,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0045A,IEPRS00QC,IEPRS006L,Liquid>aqueous,This sample volume was leached in synthetic rainwater for 24 hours at 25 degC at 160 revolutions per minute (rpm) from 25 grams big sagebrush ponderosa pine; living; raw material; unburned; 25 degC,Experimental Apparatus,1000,milliliters,Samantha Grieger, 2022-06-01,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0045B,IEPRS00QD,IEPRS006L,Liquid>aqueous,This sample volume was leached in synthetic rainwater for 24 hours at 25 degC at 160 revolutions per minute (rpm) from 25 grams big sagebrush ponderosa pine; living; raw material; unburned; 25 degC,Experimental Apparatus,1000,milliliters,Samantha Grieger, 2022-06-02,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0045C,IEPRS00QE,IEPRS006L,Liquid>aqueous,This sample volume was leached in synthetic rainwater for 24 hours at 25 degC at 160 revolutions per minute (rpm) from 25 grams big sagebrush ponderosa pine; living; raw material; unburned; 25 degC,Experimental Apparatus,1000,milliliters,Samantha Grieger, 2022-06-02,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0046,IEPRS006M,N/A,Organic Material,big sagebrush ponderosa pine; dead; raw material; unburned; 25 degC,Experimental Apparatus,-9999,N/A,Samantha Grieger,-9999,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0046A,IEPRS00QF,IEPRS006M,Liquid>aqueous,This sample volume was leached in synthetic rainwater for 24 hours at 25 degC at 160 revolutions per minute (rpm) from 25 grams big sagebrush ponderosa pine; dead; raw material; unburned; 25 degC,Experimental Apparatus,1000,milliliters,Samantha Grieger, 2022-06-13,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0046B,IEPRS00QG,IEPRS006M,Liquid>aqueous,This sample volume was leached in synthetic rainwater for 24 hours at 25 degC at 160 revolutions per minute (rpm) from 25 grams big sagebrush ponderosa pine; dead; raw material; unburned; 25 degC,Experimental Apparatus,1000,milliliters,Samantha Grieger, 2022-06-13,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0046C,IEPRS00QH,IEPRS006M,Liquid>aqueous,This sample volume was leached in synthetic rainwater for 24 hours at 25 degC at 160 revolutions per minute (rpm) from 25 grams big sagebrush ponderosa pine; dead; raw material; unburned; 25 degC,Experimental Apparatus,1000,milliliters,Samantha Grieger, 2022-06-14,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0047,IEPRS006N,N/A,Organic Material,douglas-fir ponderosa pine; wet; living; muffle; end char; low severity; 250 degC,Experimental Apparatus,-9999,N/A,Samantha Grieger, 2021-04-20,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0047A,IEPRS00QI,IEPRS006N,Liquid>aqueous,This sample volume was leached in synthetic rainwater for 24 hours at 25 degC at 160 revolutions per minute (rpm) from 25 grams douglas-fir ponderosa pine; wet; living; muffle; end char; low severity; 250  degC,Experimental Apparatus,1000,milliliters,Samantha Grieger, 2022-02-07,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0047B,IEPRS00QJ,IEPRS006N,Liquid>aqueous,This sample volume was leached in synthetic rainwater for 24 hours at 25 degC at 160 revolutions per minute (rpm) from 25 grams douglas-fir ponderosa pine; wet; living; muffle; end char; low severity; 250  degC,Experimental Apparatus,1000,milliliters,Samantha Grieger, 2022-02-07,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0047C,IEPRS00QK,IEPRS006N,Liquid>aqueous,This sample volume was leached in synthetic rainwater for 24 hours at 25 degC at 160 revolutions per minute (rpm) from 25 grams douglas-fir ponderosa pine; wet; living; muffle; end char; low severity; 250  degC,Experimental Apparatus,1000,milliliters,Samantha Grieger, 2022-02-07,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0048,IEPRS006O,N/A,Organic Material,rough fescue; living; wet; muffle; end char; low severity; 250 degC,Experimental Apparatus,-9999,N/A,Samantha Grieger, 2021-06-09,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0049,IEPRS006P,N/A,Organic Material,rough fescue; living; dry; muffle; end char; low severity; 250 degC,Experimental Apparatus,-9999,N/A,Samantha Grieger, 2021-06-09,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0050,IEPRS006Q,N/A,Organic Material,douglas-fir; dead; dry; burn table; end char; high severity; 736 degC,Experimental Apparatus,-9999,N/A,Samantha Grieger, 2021-06-09,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0050A,IEPRS00QL,IEPRS006Q,Liquid>aqueous,This sample volume was leached in synthetic rainwater for 24 hours at 25 degC at 160 revolutions per minute (rpm) from 20g douglas-fir; dead; dry; burn table; end char; high severity; 736  degC,Experimental Apparatus,800,milliliters,Samantha Grieger, 2022-04-04,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0050B,IEPRS00QM,IEPRS006Q,Liquid>aqueous,This sample volume was leached in synthetic rainwater for 24 hours at 25 degC at 160 revolutions per minute (rpm) from 20g douglas-fir; dead; dry; burn table; end char; high severity; 736  degC,Experimental Apparatus,800,milliliters,Samantha Grieger, 2022-04-04,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0050C,IEPRS00QN,IEPRS006Q,Liquid>aqueous,This sample volume was leached in synthetic rainwater for 24 hours at 25 degC at 160 revolutions per minute (rpm) from 20g douglas-fir; dead; dry; burn table; end char; high severity; 736  degC,Experimental Apparatus,800,milliliters,Samantha Grieger, 2022-04-04,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0051,IEPRS006R,N/A,Organic Material,douglas-fir; living; dry; burn table; 300 degC grab; low severity; 407.5 degC,Experimental Apparatus,-9999,N/A,Samantha Grieger, 2021-06-08,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0051A,IEPRS001D,IEPRS006R,Liquid>aqueous,This sample volume was leached in synthetic rainwater for 24 hours at 25 degC at 160 revolutions per minute (rpm) from 16 grams douglas-fir living dry; burn table; 300  degC grab; low severity; 407.5  degC,Experimental Apparatus,640,milliliters,Samantha Grieger, 2021-11-04,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0051B,IEPRS001E,IEPRS006R,Liquid>aqueous,This sample volume was leached in synthetic rainwater for 24 hours at 25 degC at 160 revolutions per minute (rpm) from 16 grams douglas-fir living dry; burn table; 300  degC grab; low severity; 407.5  degC,Experimental Apparatus,640,milliliters,Samantha Grieger, 2021-11-03,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0051C,IEPRS001F,IEPRS006R,Liquid>aqueous,This sample volume was leached in synthetic rainwater for 24 hours at 25 degC at 160 revolutions per minute (rpm) from 16 grams douglas-fir living dry; burn table; 300  degC grab; low severity; 407.5  degC,Experimental Apparatus,540,milliliters,Samantha Grieger, 2021-11-04,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0052,IEPRS006S,N/A,Organic Material,douglas-fir; living; dry; burn table; 600 degC grab; moderate severity; 589 degC,Experimental Apparatus,-9999,N/A,Samantha Grieger, 2021-06-08,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0052A,IEPRS00QO,IEPRS006S,Liquid>aqueous,This sample volume was leached in synthetic rainwater for 24 hours at 25 degC at 160 revolutions per minute (rpm) from 13g douglas-fir; living; dry; burn table; 600  degC grab; moderate severity; 589  degC,Experimental Apparatus,520,milliliters,Samantha Grieger, 2022-04-11,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0052B,IEPRS00QP,IEPRS006S,Liquid>aqueous,This sample volume was leached in synthetic rainwater for 24 hours at 25 degC at 160 revolutions per minute (rpm) from 13g douglas-fir; living; dry; burn table; 600  degC grab; moderate severity; 589  degC,Experimental Apparatus,520,milliliters,Samantha Grieger, 2022-04-11,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0052C,IEPRS00QQ,IEPRS006S,Liquid>aqueous,This sample volume was leached in synthetic rainwater for 24 hours at 25 degC at 160 revolutions per minute (rpm) from 13g douglas-fir; living; dry; burn table; 600  degC grab; moderate severity; 589  degC,Experimental Apparatus,520,milliliters,Samantha Grieger, 2022-04-11,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0053,IEPRS006T,N/A,Organic Material,big sagebrush rough fescue; living; wet; muffle; end char; low severity; 250 degC,Experimental Apparatus,-9999,N/A,Samantha Grieger, 2021-06-09,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0054,IEPRS006U,N/A,Organic Material,big sagebrush rough fescue; living; dry; muffle; end char; low severity; 250 degC,Experimental Apparatus,-9999,N/A,Samantha Grieger, 2021-06-09,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0055,IEPRS006V,N/A,Organic Material,douglas-fir ponderosa pine; wet; dead; burn table; end char; moderate severity; 678.1 degC,Experimental Apparatus,-9999,N/A,Samantha Grieger, 2021-06-08,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0055A,IEPRS00QR,IEPRS006V,Liquid>aqueous,This sample volume was leached in synthetic rainwater for 24 hours at 25 degC at 160 revolutions per minute (rpm) from 20g douglas-fir ponderosa pine; wet; dead; burn table; end char; moderate severity; 678.1  degC,Experimental Apparatus,800,milliliters,Samantha Grieger, 2022-02-21,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0055B,IEPRS00QS,IEPRS006V,Liquid>aqueous,This sample volume was leached in synthetic rainwater for 24 hours at 25 degC at 160 revolutions per minute (rpm) from 20g douglas-fir ponderosa pine; wet; dead; burn table; end char; moderate severity; 678.1  degC,Experimental Apparatus,800,milliliters,Samantha Grieger, 2022-02-21,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0055C,IEPRS00QT,IEPRS006V,Liquid>aqueous,This sample volume was leached in synthetic rainwater for 24 hours at 25 degC at 160 revolutions per minute (rpm) from 20g douglas-fir ponderosa pine; wet; dead; burn table; end char; moderate severity; 678.1  degC,Experimental Apparatus,800,milliliters,Samantha Grieger, 2022-02-21,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0056,IEPRS006W,N/A,Organic Material,big sagebrush ponderosa pine; dry; living; burn table; 600 degC grab; moderate severity; 590.8 degC,Experimental Apparatus,-9999,N/A,Samantha Grieger, 2021-06-09,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0056A,IEPRS00QU,IEPRS006W,Liquid>aqueous,This sample volume was leached in synthetic rainwater for 24 hours at 25 degC at 160 revolutions per minute (rpm) from 15 grams big sagebrush ponderosa pine; dry; living; burn table; 600  degC grab; moderate severity; 590.8  degC,Experimental Apparatus,600,milliliters,Samantha Grieger, 2022-06-07,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0056B,IEPRS00QV,IEPRS006W,Liquid>aqueous,This sample volume was leached in synthetic rainwater for 24 hours at 25 degC at 160 revolutions per minute (rpm) from 15 grams big sagebrush ponderosa pine; dry; living; burn table; 600  degC grab; moderate severity; 590.8  degC,Experimental Apparatus,600,milliliters,Samantha Grieger, 2022-06-07,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0056C,IEPRS00QW,IEPRS006W,Liquid>aqueous,This sample volume was leached in synthetic rainwater for 24 hours at 25 degC at 160 revolutions per minute (rpm) from 15 grams big sagebrush ponderosa pine; dry; living; burn table; 600  degC grab; moderate severity; 590.8  degC,Experimental Apparatus,600,milliliters,Samantha Grieger, 2022-06-07,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0057,IEPRS006X,N/A,Organic Material,big sagebrush; dry; living; burn table; end char; low severity; 574.4 degC,Experimental Apparatus,-9999,N/A,Samantha Grieger, 2021-06-09,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
